"T_k";"S_k"
0;1
0,0419490618534666;0,996518233461609
0,322750945280734;0,988033718160161
0,458015267175576;0,980392156862745
0,757651423271744;0,969708631115998
0,904045088107301;0,954562946673997
0,966112577584364;0,94792926516401
1,01790682742385;0,940809968847352
1,13873969363732;0,933746956726616
1,6685453378041;0,928662472257854
2,02639651851324;0,923314091991937
2,39354253508495;0,917531872562109
2,80716273096954;0,916437603078615
3,19754583719769;0,916437603078615
3,58792894342584;0,916437603078615
3,97831204965399;0,916437603078615
4,37953913105515;0,914271170565838
4,72654633659128;0,90668865677112
5,06813155454092;0,898158328752062
5,47478062352857;0,895547003848268
5,86516372975673;0,895547003848268
6,25554683598488;0,895547003848268
6,64592994221303;0,895547003848268
7,03631304844118;0,895547003848268
7,42669615466933;0,895547003848268
7,81707926089748;0,895547003848268
8,20746236712564;0,895547003848268
8,58700149818078;0,893071080976524
8,8534534595746;0,883907955705647
9,21595205821503;0,877789994502474
9,63886708996219;0,8753527579256
10,0292501961903;0,8753527579256
10,4196333024185;0,8753527579256
10,8332534983031;0,875054320793738
11,1678675893558;0,870304196444933
11,5907826211029;0,86769287154114
11,9811657273311;0,86769287154114
12,3715488335593;0,86769287154114
12,7619319397874;0,86769287154114
13,1523150460156;0,86769287154114
13,5426981522437;0,86769287154114
13,9330812584719;0,86769287154114
14,3234643647;0,86769287154114
14,7138474709282;0,86769287154114
15,1042305771563;0,86769287154114
15,4946136833845;0,86769287154114
15,8849967896126;0,86769287154114
16,2753798958408;0,86769287154114
16,6657630020689;0,86769287154114
17,0561461082971;0,86769287154114
17,4465292145252;0,86769287154114
17,8369123207534;0,86769287154114
18,2272954269815;0,86769287154114
18,6176785332097;0,86769287154114
19,0405935649568;0,866996518233462
19,398444745666;0,861425691772036
19,7888278518941;0,861425691772036
20,1792109581223;0,861425691772036
20,5695940643504;0,861425691772036
20,9599771705786;0,861425691772036
21,3503602768067;0,861425691772036
21,7407433830349;0,861425691772036
22,131126489263;0,861425691772036
22,5215095954912;0,861425691772036
22,9118927017193;0,861309632887423
23,1944067917529;0,861146234194613
23,3587786259542;0,854901960784314
23,7158960038321;0,854760595827116
24,0505100948848;0,850371083012644
24,484269101805;0,847266507849246
24,5954198473282;0,841176470588235
24,7290331128528;0,83585957747585
25,1403295997717;0,832265897013011
25,5144467432403;0,828000733003482
25,9048298494685;0,825650540590068
26,1068702290076;0,82156862745098
26,3060569308697;0,818870767413923
26,6855960619248;0,814770020157596
27,075979168153;0,814770020157596
27,4663622743811;0,814770020157596
27,8567453806093;0,814770020157596
28,2145965613184;0,813487264064504
28,3053435114504;0,806862745098039
28,6049796675466;0,806239692138538
28,9395937585993;0,801439828267756
29,2881501034458;0,797883452446399
29,8133083296813;0,792745359826174
30,1990440179782;0,78854071223505
30,5894271242063;0,788076476696598
31,3701933366626;0,787612241158146
31,7605764428908;0,787612241158146
32,1509595491189;0,787612241158146
32,5413426553471;0,787612241158146
32,8991938360562;0,784478651273594
33,2570450167653;0,779256001466007
33,6474281229935;0,779256001466007
34,0378112292217;0,779256001466007
34,4281943354498;0,779256001466007
34,8348434044375;0,777602162360271
35,2089605479061;0,772292468389225
35,5993436541343;0,772292468389225
36,0129638500188;0,770103929422236
36,3475779410715;0,763413963716328
36,7704929728187;0,760454462158695
37,1608760790469;0,760454462158695
37,5057144895484;0,759618838189481
37,8440465149461;0,751401869158879
38,1910537204823;0,743123002056482
38,5922808018834;0,738867509620671
39,0151958336306;0,73770692077454
39,3498099246833;0,733197204115291
41,3249625454805;0,732020035428501
42,4961118641649;0,731903976543889
42,8214311193551;0,728422210005498
43,2768780766212;0,725636796774785
43,6591282014696;0,723895913505589
43,9925804380395;0,712522142813512
44,3829635442677;0,711013377313542
44,7733466504958;0,711013377313542
45,163729756724;0,711013377313542
45,5541128629521;0,711013377313542
45,9444959691803;0,709504611813573
46,3348790754084;0,70555860973673
47,1807091389028;0,705326491967504
47,5710922451309;0,704165903121373
47,798815723764;0,703353490929082
48,7747734893344;0,693430456294667
48,9699650424485;0,692908191313909
49,0350288934865;0,68455195162177
49,5880716273097;0,684087716083318
49,9784547335378;0,683855598314092
50,368837839766;0,683855598314092
50,7592209459941;0,683855598314092
51,1496040522223;0,681650479506444
51,5399871584504;0,678981125160344
51,9303702646786;0,678981125160344
52,3207533709068;0,678865066275731
52,7111364771349;0,67689206523731
53,1015195833631;0,67689206523731
53,5163016337305;0,676630932746931
53,747510675812;0,666645723710045
53,9519970647887;0,658786879237676
54,7281158593137;0,656117524891576
55,1022330027823;0,65347718526663
55,50888207177;0,64973428623786
55,8992651779981;0,64973428623786
56,2896482842263;0,64973428623786
56,6474994649354;0,646484637468695
57,0704144966826;0,643467106468756
57,4282656773917;0,640217457699591
58,6551840112516;0,636872693002435
59,0223300278234;0,628907824812168
59,4127131340515;0,622692566123022
59,7705643147606;0,622576507238409
60;0,622549019607843
